Institute Id,Institute Name,City,State
IR-P-C-39486,Chalapathi Institute of Pharmaceutical Sciences,Guntur,Andhra Pradesh
IR-P-C-40080,Sri Adichunchanagiri College of Pharmacy,B.G Nagara,Karnataka
IR-P-C-40298,Al Ameen College Of Pharmacy,Bengaluru,Karnataka
IR-P-C-40354,Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka
IR-P-C-409,L. M. College of Pharmacy,Ahmedabad,Gujarat
IR-P-C-41561,MAEERS Maharashtra Institute of Pharmacy,Pune,Maharashtra
IR-P-C-41951,Padamshree Dr. D. Y. Patil College of Pharmacy,Pune,Maharashtra
IR-P-C-42167,P. E. Society's Modern College of Pharmacy,Pune,Maharashtra
IR-P-C-44200,C.U. Shah College of Pharmacy,Mumbai,Maharashtra
IR-P-C-45528,KMCH College of Pharmacy,Coimbatore,Tamil Nadu
IR-P-C-45540,PSG College of Pharmacy,Coimbatore,Tamil Nadu
IR-P-C-54626,Girijananda Chowdhury Institute of Pharmaceutical Science,Guwahati,Assam
IR-P-C-6269,NSHM Knowledge Campus,Kolkata,West Bengal
IR-P-C-7249,Manipal College of Pharmaceutical Sciences,MANIPAL,Karnataka
IR-P-C-8257,AL Shifa College of Pharmacy,Kozhikode,Kerala
IR-P-I-1045,R. C. Patel Institute of Pharmaceutical Education & Research,Shirpur,Maharashtra
IR-P-I-1072,National Institute of Pharmaceutical Education and Research Kolkata,Kolkata,West Bengal
IR-P-I-1073,National Institute of Pharmaceutical Education and Research Guwahati,Guwahati,Assam
IR-P-I-1077,National Institute of Pharmaceutical Education and Research Hyderabad,Hyderabad,Telangana
IR-P-I-1243,"College of Pharmacy, Madras Medical College",Chennai,Tamil Nadu
IR-P-I-1256,Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh
IR-P-I-1262,Sri Ramakrishna Institute of Paramedical Sciences,Coimbatore,Tamil Nadu
IR-P-I-1280,Maharshi Dayanand University,Rohtak,Haryana
IR-P-I-1289,Acharya Nagarjuna University College of Pharmaceutical Sciences,Guntur,Andhra Pradesh
IR-P-I-1335,Dr. D. Y. Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra
IR-P-I-1339,MVP Samaj's College of Pharmacy,Nashik,Maharashtra
IR-P-I-1450,AU College of Pharmaceutical Sciences,Visakhapatnam,Andhra Pradesh
IR-P-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu
IR-P-N-10,SVKM's Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra
IR-P-N-14,National Institute of Pharmaceutical Education and Research Ahmedabad,Gandhinagar,Gujarat
IR-P-N-26,National Institute of Pharmaceutical Education and Research Raebareli,Lucknow,Uttar Pradesh
IR-P-S-10906,Guru Nanak Institute of Pharmaceutical Science & Technology,Kolkata,West Bengal
IR-P-U-0019,Kakatiya University,Hanamkonda,Telangana
IR-P-U-0034,Sri Padmavathi Mahila Visvavidyalayam,Tirupati,Andhra Pradesh
IR-P-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh
IR-P-U-0051,Dibrugarh University,Dibrugarh,Assam
IR-P-U-0078,Panjab University,Chandigarh,Chandigarh
IR-P-U-0085,Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh
IR-P-U-0093,Pt. Ravishankar Shukla University,Raipur,Chhattisgarh
IR-P-U-0107,Jamia Hamdard,New Delhi,Delhi
IR-P-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat
IR-P-U-0146,Nirma University,Ahmedabad,Gujarat
IR-P-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana
IR-P-U-0164,Kurukshetra University,Kurukshetra,Haryana
IR-P-U-0168,Maharishi Markandeshwar,Ambala,Haryana
IR-P-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh
IR-P-U-0202,Birla Institute of Technology,Ranchi,Jharkhand
IR-P-U-0270,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh
IR-P-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra
IR-P-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra
IR-P-U-0373,Chitkara University,Rajpura,Punjab
IR-P-U-0379,Lovely Professional University,Phagwara,Punjab
IR-P-U-0380,National Institute of Pharmaceutical Education and Research Mohali,Mohali,Punjab
IR-P-U-0383,"Punjabi University, Patiala",Patiala,Punjab
IR-P-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan
IR-P-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan
IR-P-U-0401,Jaipur National University,Jaipur,Rajasthan
IR-P-U-0413,Mohan Lal Sukhadia University,Udaipur,Rajasthan
IR-P-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu
IR-P-U-0443,Annamalai University,Annamalainagar,Tamil Nadu
IR-P-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu
IR-P-U-0491,"Vels Institute of Science, Technology & Advanced Studies (VISTAS)",Chennai,Tamil Nadu
IR-P-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh
IR-P-U-0502,Bundelkhand University,Jhansi,Uttar Pradesh
IR-P-U-0513,G. L. A. University,Mathura,Uttar Pradesh
IR-P-U-0519,Integral University,Lucknow,Uttar Pradesh
IR-P-U-0536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences",Allahabad,Uttar Pradesh
IR-P-U-0562,"Kumaun University, Nainital",Nainital,Uttarakhand
IR-P-U-0724,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka
IR-P-U-0747,Chandigarh University,Mohali,Punjab
IR-P-U-0853,Delhi Pharmaceutical Sciences and Research University,Delhi,Delhi
IR-P-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra
IR-R-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi
IR-R-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh
IR-R-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab
IR-R-N-15,All India Institute of Medical Sciences,New Delhi,Delhi
IR-R-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana
IR-R-U-0042,University of Hyderabad,Hyderabad,Telangana
IR-R-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam
IR-R-U-0064,Indian Institute of Technology Patna,Patna,Bihar
IR-R-U-0078,Panjab University,Chandigarh,Chandigarh
IR-R-U-0108,Jamia Millia Islamia,New Delhi,Delhi
IR-R-U-0109,Jawaharlal Nehru University,New Delhi,Delhi
IR-R-U-0120,University of Delhi,Delhi,Delhi
IR-R-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat
IR-R-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand
IR-R-U-0220,Indian Institute of Science,Bengaluru,Karnataka
IR-R-U-0224,Jawaharlal Nehru Centre for Advanced Scientific Research,Bengaluru,Karnataka
IR-R-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka
IR-R-U-0236,"National Institute of Mental Health & Neuro Sciences, Bangalore",Bangalore,Karnataka
IR-R-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka
IR-R-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh
IR-R-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh
IR-R-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra
IR-R-U-0305,Indian Institute of Science Education & Research Pune,Pune,Maharashtra
IR-R-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra
IR-R-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra
IR-R-U-0323,Savitribai Phule Pune University,Pune,Maharashtra
IR-R-U-0330,Tata Institute of Fundamental Research,Mumbai,Maharashtra
IR-R-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha
IR-R-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha
IR-R-U-0377,"Indian Institute of Science Education & Research, Mohali",Mohali,Punjab
IR-R-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab
IR-R-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan
IR-R-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu
IR-R-U-0439,Anna University,Chennai,Tamil Nadu
IR-R-U-0447,Bharathiar University,Coimbatore,Tamil Nadu
IR-R-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu
IR-R-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu
IR-R-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu
IR-R-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu
IR-R-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu
IR-R-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh
IR-R-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh
IR-R-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand
IR-R-U-0570,Calcutta University,Kolkata,West Bengal
IR-R-U-0572,Indian Institute of Science Education & Research Kolkata,Mohanpur,West Bengal
IR-R-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal
IR-R-U-0574,"Indian Statistical Institute, Kolkata",Kolkata,West Bengal
IR-R-U-0575,Jadavpur University,Kolkata,West Bengal
IR-R-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal
IR-R-U-0713,Academy of Scientific & Innovative Research,Ghaziabad,Uttar Pradesh
IR17-COLL-1-15615,S R M College of Arts and Science,Potheri,Tamil Nadu
IR17-COLL-1-18746,Muthayammal College of Arts & Science,Namakkal,Tamil Nadu
IR17-COLL-1-19146,Shri M.V. & Smt. N.V. Virani Science College,Rajkot,Gujarat
IR17-COLL-1-19251,Jankidevi Bajaj College of Science,Wardha,Maharashtra
IR17-COLL-1-19386,A.V.C. College-District Quaide-E-Milleth,Quaide-E-Milleth,Tamil Nadu
IR17-COLL-1-19419,Gobi Arts and Science College-Karattatipalayam Post,Karattatipalayam,Tamil Nadu
IR17-COLL-1-19427,Justice Baseer Ahmed Sayeed College for Women,Chennai,Tamil Nadu
IR17-COLL-1-19435,Meenakshi College for Women,Chennai,Tamil Nadu
IR17-COLL-1-19878,"Vitthalbhai Patel and Rajrathan, P.T. Patel Science College",Anand,Gujarat
IR17-COLL-1-19882,Bahauddin Govt. Science College,Junagadh,Gujarat
IR17-COLL-1-20029,Sri Guru Nanak Dev Khalsa College,New Delhi,Delhi
IR17-COLL-1-20049,J.G. College of Commerce,Hubli,Karnataka
IR17-COLL-1-20095,P.C. Jabin Science College,Dharwad,Karnataka
IR17-COLL-1-20151,K.B.N. College,District Krishna,Andhra Pradesh
IR17-COLL-1-21121,"St. Josephs College for Women, (Autonomous)",Visakhapatnam,Andhra Pradesh
IR17-COLL-1-21963,Little Flower College,Thrissur,Kerala
IR17-COLL-1-24617,Nanded Education Society`s Science College,Nanded,Maharashtra
IR17-COLL-1-27982,K.S. Rangaswamy College of Arts and Science,Tiruchengode,Tamil Nadu
IR17-COLL-1-29947,Assumption College,Kottayam,Kerala
IR17-COLL-1-30222,AU College of Science and Technology,Visakhapatnam,Andhra Pradesh
IR17-COLL-1-30551,"Government College of Arts, Science and Commerce Quepem",Quepem,Goa
IR17-COLL-1-30707,K.S.R. College of Arts and Science for Women,Namakkal,Tamil Nadu
IR17-COLL-1-59902,Saiva Bhanu Kshatriya College,Virudhnagar,Tamil Nadu
IR17-COLL-2-1-2811558558,SNR Sons College,Coimbatore,Tamil Nadu
IR17-COLL-2-1-2814445210,Bharti Vidyapeeth`s Matoshri Bayabai Shripatrao Kadam Kanya Mahavidyalaya,Sangli,Maharashtra
IR17-COLL-2-13947,V.S.M. College,Ramachandrapuram,Andhra Pradesh
IR17-COLL-2-14209,Hindusthan College of Arts and Science,Coimbatore,Tamil Nadu
IR17-COLL-2-15860,Sacred Heart College (Autonomous),Tirupattur,Tamil Nadu
IR17-COLL-2-15929,Thanthai Hans Roever College,Perambalur,Tamil Nadu
IR17-COLL-2-18715,Raja Narendralal Khan Women's College,District Midnapore,West Bengal
IR17-COLL-2-18873,Sri D. Manjunatheswara College,Dakshin Kannad,Karnataka
IR17-COLL-2-18887,Nirmala College,Ernakulam,Kerala
IR17-COLL-2-18891,St. Teresa's College,Ernakula,Kerala
IR17-COLL-2-18987,Vivekanand College,Kolhapur,Maharashtra
IR17-COLL-2-19204,Gayatri Vidya Parishad College for Degree and P.G Courses (Autonomous),District Visakapatnam,Andhra Pradesh
IR17-COLL-2-19229,Degree College of Physical Education,Amravati,Maharashtra
IR17-COLL-2-19306,Symbiosis College of Arts and Commerce,Pune,Maharashtra
IR17-COLL-2-19438,Srimathi D.N. Bhat Vaishnav College for Women,Kancheepuram,Tamil Nadu
IR17-COLL-2-19444,MES Keveeyam College,Valanchary,Kerala
IR17-COLL-2-19551,J.B. College,District Jorhat,Assam
IR17-COLL-2-19869,Govt. College,District Anantapur,Andhra Pradesh
IR17-COLL-2-19929,Mannam Memroial N.S.S. College,Kollam,Kerala
IR17-COLL-2-20162,S.D.M.S.M. Kalasala,District Krishna,Andhra Pradesh
IR17-COLL-2-20199,Mercy College,Palakkad,Kerala
IR17-COLL-2-21977,St. Mary's College,Thrissur,Kerala
IR17-COLL-2-24847,Nirmala College for Women,Coimbatore,Tamil Nadu
IR17-COLL-2-29130,Shaheed Bhagat Singh College (Evening Classes),New Delhi,Delhi
IR17-COLL-2-29281,Mehr Chand Mahajan D.A.V. College for Women,"Sector-36, Chandigarh",Chandigarh
IR17-COLL-2-30226,AU College of Arts and Commerce,Visakhapatnam,Andhra Pradesh
IR17-COLL-2-30258,Dr.V.S.Krishna Govt. Degree College,Visakhapatnam,Andhra Pradesh
IR17-COLL-2-30622,Shri Shankarlal Sundarbai Shasun Jain College for Women,Chennai,Tamil Nadu
IR17-COLL-2-30643,Sai College of Computer Education,Osmanabad,Maharashtra
IR17-ENGG-1-1-2811256746,Sri Sivasubrmaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu
IR17-ENGG-1-1-2811457679,"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu
IR17-ENGG-1-17931,"Faculty of Technology & Engineering, The Maharaja Sayajirao University of Baroda",Vadodara,Gujarat
IR17-ENGG-1-26228,C.V. Raman College of Engineering,Bhubneshwar,Odisha
IR17-ENGG-2-1-11112,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,Tamil Nadu
IR17-ENGG-2-1-2810997882,K.S.Rangasamy College of Technology,Tiruchengode,Tamil Nadu
IR17-ENGG-2-1-2813959492,Thapar University,Patiala,Punjab
IR17-ENGG-2-1-424,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Jabalpur",Jabalpur,Madhya Pradesh
IR17-ENGG-2-1-596,S.R.M Institute of Science and Technology,Chennai,Tamil Nadu
IR17-ENGG-2-1-NEW5,"National Institute of Industrial Engineering, Mumbai",Mumbai,Maharashtra
IR17-ENGG-2-10476,"Maharashtra Institute of Technology, Pune",Pune,Maharashtra
IR17-ENGG-2-10949,Zakir Husain College of Engineering & Technology,Aligarh,Uttar Pradesh
IR17-ENGG-2-12411,Sri Sai Ram Engineering College,Chennai,Tamil Nadu
IR17-ENGG-2-12581,ST. Joseph's College of Engineering,Chennai,Tamil Nadu
IR17-ENGG-2-18259,AMITY University,Gautam Budh Nagar,Uttar Pradesh
IR17-ENGG-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh
IR17-ENGG-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu
IR17-ENGG-2-18599,Birla Institute of Technology  & Science -Pilani,Pilani,Rajasthan
IR17-ENGG-2-18620,"Malaviya National Institute of Technology, Jaipur",Jaipur,Rajasthan
IR17-ENGG-2-18672,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Varanasi,Uttar Pradesh
IR17-ENGG-2-18690,"Indian Institute of Engineering Science And Technology, Shibpur",Howrah,West Bengal
IR17-I-1-1-18708,Indian Institute of Management Tiruchirappalli,Tiruchirappalli,Tamil Nadu
IR17-I-1-1-217,Indian Institute of Management Bangalore,Bengaluru,Karnataka
IR17-I-1-1-249,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala
IR17-I-1-1-2811256746,Sri Sivasubrmaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu
IR17-I-1-1-347,Indian Institute of Management Kashipur,Kashipur,Uttarakhand
IR17-I-1-12080,Indian Institute of Crop Processing Technology,Thanjavur,Tamil Nadu
IR17-I-1-18289,Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh
IR17-I-1-18637,"Indian Institute of Science Education & Research, Pune",Pune,Maharashtra
IR17-I-1-18698,Indian Institute of Management Ahmedabad,Ahmedabad,Gujarat
IR17-I-1-18703,Indian Institute of Management Kozhikode,Kozhikode,Kerala
IR17-I-1-18704,Indian Institute of Management Lucknow,Lucknow,Uttar Pradesh
IR17-I-1-18709,Indian Institute of Management Udaipur,Udaipur,Rajasthan
IR17-I-1-18710,Rajiv Gandhi Indian Institute of Management,Shillong,Meghalaya
IR17-I-1-30713,"Punjab Agricultural University, Ludhiana",Ludhiana,Punjab
IR17-I-2-1-11112,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,Tamil Nadu
IR17-I-2-1-178,Dr. Y.S.Parmar University of Horticulture & Forestry,Solan,Himachal Pradesh
IR17-I-2-1-243,Indian Agricultural Research Institute,New Delhi,Delhi
IR17-I-2-1-2812182676,Gandhi Institute of Technology and Management (GITAM),Visakhapatnam,Andhra Pradesh
IR17-I-2-1-299,Jagadguru Sri Shivarathreeshwara University,Mysore,Karnataka
IR17-I-2-1-33,Annamalai University,Annamalainagar,Tamil Nadu
IR17-I-2-1-373,Kurukshetra University,Kurushetra,Haryana
IR17-I-2-1-57,B.S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu
IR17-I-2-1-570,Rajasthan University,Jaipur,Rajasthan
IR17-I-2-1-661,Sri Ramachandra University,Chennai,Tamil Nadu
IR17-I-2-1-670,Sri Venkateswara Veterinary University,Tirupati,Andhra Pradesh
IR17-I-2-1-N001,Sri Krishnadevaraya University,Anantapur,Andhra Pradesh
IR17-I-2-15640,Vidyasagar University,Midnapore,West Bengal
IR17-I-2-18214,Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab
IR17-I-2-18243,Indian Institute of Science Bangalore,Bengaluru,Karnataka
IR17-I-2-18259,AMITY University,Gautam Budh Nagar,Uttar Pradesh
IR17-I-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh
IR17-I-2-18311,Karpagam Academy of Higher Education,Coimbatore,Tamil Nadu
IR17-I-2-18356,Mahatma Gandhi Unversity,Kottayam,Kerala
IR17-I-2-18364,Manipal Academy of Higher Education-Manipal,Manipal,Karnataka
IR17-I-2-18407,NITTE University,Mangalore,Karnataka
IR17-I-2-18446,Rajasthan University of Veterinary & Animal Sciences,Bikaner,Rajasthan
IR17-I-2-18551,University of Allahabad,Allahabad,Uttar Pradesh
IR17-I-2-18693,"National Institute of Pharmaceutical Education and Research, Hyderabad",Hyderabad,Telangana
IR17-I-2-277952,Assam University-Silchar,Silchar,Assam
IR17-I-2-30673,Jawaharlal Nehru Centre for Advanced Scientific Research,Bengaluru,Karnataka
IR17-MGMT-1-1-2811763720,Xavier Institute of Management & Entrepreneurship,Bengaluru,Karnataka
IR17-MGMT-1-15717,MIT School of Telecom Management,Pune,Maharashtra
IR17-MGMT-1-15764,Bharati Vidyapeeth?s Institute of Management and Entrepreneurship Development,Pune,Maharashtra
IR17-MGMT-2-1-2811092269,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu
IR17-MGMT-2-10563,Tezpur University,Tezpur,Assam
IR17-MGMT-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu
IR17-PHRM-1-1-2815712186,Gurunanak College of Pharmacy,Nagpur,Maharashtra
IR17-PHRM-1-17169,Institute of Pharmaceutical Education and Research,Wardha,Maharashtra
IR17-PHRM-1-17659,"Sanjivani College of Pharmaceutical Education and Research, Kopargaon",Kopargaon,Maharashtra
IR17-PHRM-1-17746,AISSMS College of Pharmacy,Pune,Maharashtra
IR17-PHRM-1-17804,I.S. F. College of Pharmacy,Moga,Punjab
IR17-PHRM-1-17868,"Department of Pharmaceutical Sciences, Maharshi Dayanand University, Rohtak.",Rohtak,Haryana
IR17-PHRM-1-22,Dr. Harisingh Gour Vishwavidyalaya-Sagar,Sagar,Madhya Pradesh
IR17-PHRM-2-1-216,Guru Jambeshwar University of Science and Technology,Hissar,Haryana
IR17-PHRM-2-18023,University Institute of Pharmaceutical Sciences,Chandigarh,Chandigarh
